Organoids,Index,y.name,OT,OrganoidsDrug,Drug,Time-point,Apoptotic.ratio,,
SNU-4351S4-TO,14,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO Olaparib,Olaparib, 2-3,7.242567214,,
SNU-4351S1-5-TO,14,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO Olaparib,Olaparib, 2-3,41.76092904,,
SNU-4351S1-7-TO,14,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO Olaparib,Olaparib, 2-3,1.810921143,,
SNU-4351S2-3-TO,14,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO Olaparib,Olaparib, 2-3,-14.83693951,,
SNU-4351S2-4-TO,14,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO Olaparib,Olaparib, 2-3,-5,,
SNU-4351S3-1-TO,14,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO Olaparib,Olaparib, 2-3,1.869828923,,
SNU-4351S3-2-TO,14,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO Olaparib,Olaparib, 2-3,-5,,
SNU-4351S3-7-TO,14,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO Olaparib,Olaparib, 2-3,-13.00698747,,
SNU-4351S3-8-TO,14,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO Olaparib,Olaparib, 2-3,-9.216432784,,
SNU-4351S4-1-TO,14,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO Olaparib,Olaparib, 2-3,-7.798249857,,
SNU-4351S4-2-TO,14,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO Olaparib,Olaparib, 2-3,-3.08128846,,
SNU-4351S4-3-TO,14,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO Olaparib,Olaparib, 2-3,-5,,
SNU-4351S4-4-TO,14,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO Olaparib,Olaparib, 2-3,-5,,
SNU-4351S4-5-TO,14,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO Olaparib,Olaparib, 2-3,-5,,
SNU-4351S4-6-TO,14,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO Olaparib,Olaparib, 2-3,-5,,
SNU-4351S4-7-TO,14,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO Olaparib,Olaparib, 2-3,-5.598947426,,
SNU-4351S1-TO,15,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO 5-FU,5-FU, 0-1,20.57177521,,
SNU-4351S2-TO,15,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO 5-FU,5-FU, 0-1,18.42265584,,
SNU-4351S3-TO,15,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO 5-FU,5-FU, 0-1,30.32819022,,
SNU-4351S4-TO,15,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO 5-FU,5-FU, 0-1,20.02158102,,
SNU-4351S1-5-TO,15,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO 5-FU,5-FU, 0-1,9.016788044,,
SNU-4351S1-7-TO,15,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO 5-FU,5-FU, 0-1,23.42729712,,
SNU-4351S2-3-TO,15,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO 5-FU,5-FU, 0-1,22.48221476,,
SNU-4351S2-4-TO,15,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO 5-FU,5-FU, 0-1,23.7796381,,
SNU-4351S3-1-TO,15,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO 5-FU,5-FU, 0-1,14.46089563,,
SNU-4351S3-2-TO,15,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO 5-FU,5-FU, 0-1,23.39091299,,
SNU-4351S3-7-TO,15,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO 5-FU,5-FU, 0-1,35.68793041,,
SNU-4351S3-8-TO,15,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO 5-FU,5-FU, 0-1,13.90485719,,
SNU-4351S4-1-TO,15,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO 5-FU,5-FU, 0-1,13.27380725,,
SNU-4351S4-2-TO,15,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO 5-FU,5-FU, 0-1,23.17526285,,
SNU-4351S4-3-TO,15,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO 5-FU,5-FU, 0-1,23.41865151,,
SNU-4351S4-4-TO,15,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO 5-FU,5-FU, 0-1,19.50411598,,
SNU-4351S4-5-TO,15,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO 5-FU,5-FU, 0-1,29.03224664,,
SNU-4351S4-6-TO,15,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO 5-FU,5-FU, 0-1,6.540582523,,
SNU-4351S4-7-TO,15,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO 5-FU,5-FU, 0-1,31.93226325,,
SNU-4351S1-TO,15,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO 5-FU,5-FU, 1-2,11.22036696,,
SNU-4351S2-TO,15,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO 5-FU,5-FU, 1-2,-7.504403817,,
SNU-4351S3-TO,15,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO 5-FU,5-FU, 1-2,34.01118123,,
SNU-4351S4-TO,15,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO 5-FU,5-FU, 1-2,-0.514043852,,
SNU-4351S1-5-TO,15,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO 5-FU,5-FU, 1-2,-2.929094263,,
SNU-4351S1-7-TO,15,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO 5-FU,5-FU, 1-2,16.37263424,,
SNU-4351S2-3-TO,15,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO 5-FU,5-FU, 1-2,40.09681081,,
SNU-4351S2-4-TO,15,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO 5-FU,5-FU, 1-2,31.84713012,,
SNU-4351S3-1-TO,15,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO 5-FU,5-FU, 1-2,14.61551582,,
SNU-4351S3-2-TO,15,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO 5-FU,5-FU, 1-2,30.28218124,,
SNU-4351S3-7-TO,15,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO 5-FU,5-FU, 1-2,20.40283574,,
SNU-4351S3-8-TO,15,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO 5-FU,5-FU, 1-2,28.22602822,,
SNU-4351S4-1-TO,15,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO 5-FU,5-FU, 1-2,28.32716834,,
SNU-4351S4-2-TO,15,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO 5-FU,5-FU, 1-2,38.80450593,,
SNU-4351S4-3-TO,15,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO 5-FU,5-FU, 1-2,22.4654488,,
SNU-4351S4-4-TO,15,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO 5-FU,5-FU, 1-2,44.95342577,,
SNU-4351S4-5-TO,15,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO 5-FU,5-FU, 1-2,10.90015268,,
SNU-4351S4-6-TO,15,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO 5-FU,5-FU, 1-2,37.93136866,,
SNU-4351S4-7-TO,15,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO 5-FU,5-FU, 1-2,13.22951262,,
SNU-4351S1-TO,15,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO 5-FU,5-FU, 2-3,36.7923827,,
SNU-4351S2-TO,15,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO 5-FU,5-FU, 2-3,43.96173357,,
SNU-4351S3-TO,15,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO 5-FU,5-FU, 2-3,-5,,
SNU-4351S4-TO,15,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO 5-FU,5-FU, 2-3,28.20295429,,
SNU-4351S1-5-TO,15,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO 5-FU,5-FU, 2-3,47.90069084,,
SNU-4351S1-7-TO,15,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO 5-FU,5-FU, 2-3,18.76174003,,
SNU-4351S2-3-TO,15,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO 5-FU,5-FU, 2-3,-5.678667245,,
SNU-4351S2-4-TO,15,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO 5-FU,5-FU, 2-3,0.083756596,,
SNU-4351S3-1-TO,15,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO 5-FU,5-FU, 2-3,6.853273356,,
SNU-4351S3-2-TO,15,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO 5-FU,5-FU, 2-3,1.189877639,,
SNU-4351S3-7-TO,15,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO 5-FU,5-FU, 2-3,3.233833515,,
SNU-4351S3-8-TO,15,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO 5-FU,5-FU, 2-3,14.05520088,,
SNU-4351S4-1-TO,15,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO 5-FU,5-FU, 2-3,7.461622327,,
SNU-4351S4-2-TO,15,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO 5-FU,5-FU, 2-3,-4.408789296,,
SNU-4351S4-3-TO,15,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO 5-FU,5-FU, 2-3,8.819543426,,
SNU-4351S4-4-TO,15,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO 5-FU,5-FU, 2-3,-12.22090112,,
SNU-4351S4-5-TO,15,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO 5-FU,5-FU, 2-3,18.61582117,,
SNU-4351S4-6-TO,15,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO 5-FU,5-FU, 2-3,-5,,
SNU-4351S4-7-TO,15,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO 5-FU,5-FU, 2-3,25.80133197,,
SNU-4351S1-TO,16,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Oxaliplatin,Oxaliplatin, 0-1,26.81537236,,
SNU-4351S2-TO,16,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Oxaliplatin,Oxaliplatin, 0-1,16.41545879,,
SNU-4351S3-TO,16,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Oxaliplatin,Oxaliplatin, 0-1,36.98447341,,
SNU-4351S4-TO,16,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Oxaliplatin,Oxaliplatin, 0-1,22.13802299,,
SNU-4351S1-5-TO,16,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Oxaliplatin,Oxaliplatin, 0-1,-0.242042769,,
SNU-4351S1-7-TO,16,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Oxaliplatin,Oxaliplatin, 0-1,30.70827654,,
SNU-4351S2-3-TO,16,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Oxaliplatin,Oxaliplatin, 0-1,17.82658003,,
SNU-4351S2-4-TO,16,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Oxaliplatin,Oxaliplatin, 0-1,22.34923082,,
SNU-4351S3-1-TO,16,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Oxaliplatin,Oxaliplatin, 0-1,17.8060969,,
SNU-4351S3-2-TO,16,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Oxaliplatin,Oxaliplatin, 0-1,25.31284324,,
SNU-4351S3-7-TO,16,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Oxaliplatin,Oxaliplatin, 0-1,32.81794999,,
SNU-4351S3-8-TO,16,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Oxaliplatin,Oxaliplatin, 0-1,11.95023067,,
SNU-4351S4-1-TO,16,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Oxaliplatin,Oxaliplatin, 0-1,17.33297322,,
SNU-4351S4-2-TO,16,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Oxaliplatin,Oxaliplatin, 0-1,23.16043173,,
SNU-4351S4-3-TO,16,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Oxaliplatin,Oxaliplatin, 0-1,24.07726771,,
SNU-4351S4-4-TO,16,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Oxaliplatin,Oxaliplatin, 0-1,18.68701136,,
SNU-4351S4-5-TO,16,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Oxaliplatin,Oxaliplatin, 0-1,25.7814089,,
SNU-4351S4-6-TO,16,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Oxaliplatin,Oxaliplatin, 0-1,10.8975265,,
SNU-4351S4-7-TO,16,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Oxaliplatin,Oxaliplatin, 0-1,31.7651169,,
SNU-4351S1-TO,16,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Oxaliplatin,Oxaliplatin, 1-2,27.89530637,,
SNU-4351S2-TO,16,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Oxaliplatin,Oxaliplatin, 1-2,6.671963959,,
SNU-4351S3-TO,16,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Oxaliplatin,Oxaliplatin, 1-2,20.33441825,,
SNU-4351S4-TO,16,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO Oxaliplatin,Oxaliplatin, 1-2,-4.906877112,,
SNU-4351S1-5-TO,16,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO Oxaliplatin,Oxaliplatin, 1-2,3.478234907,,
SNU-4351S1-7-TO,16,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO Oxaliplatin,Oxaliplatin, 1-2,33.30895142,,
SNU-4351S2-3-TO,16,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO Oxaliplatin,Oxaliplatin, 1-2,25.85193355,,
SNU-4351S2-4-TO,16,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO Oxaliplatin,Oxaliplatin, 1-2,16.97149539,,
SNU-4351S3-1-TO,16,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO Oxaliplatin,Oxaliplatin, 1-2,9.995078429,,
SNU-4351S3-2-TO,16,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO Oxaliplatin,Oxaliplatin, 1-2,23.77562323,,
SNU-4351S3-7-TO,16,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO Oxaliplatin,Oxaliplatin, 1-2,10.56316304,,
SNU-4351S3-8-TO,16,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO Oxaliplatin,Oxaliplatin, 1-2,30.57890672,,
SNU-4351S4-1-TO,16,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO Oxaliplatin,Oxaliplatin, 1-2,37.6709776,,
SNU-4351S4-2-TO,16,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO Oxaliplatin,Oxaliplatin, 1-2,45.83683029,,
SNU-4351S4-3-TO,16,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO Oxaliplatin,Oxaliplatin, 1-2,29.4148989,,
SNU-4351S4-4-TO,16,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO Oxaliplatin,Oxaliplatin, 1-2,39.12830194,,
SNU-4351S4-5-TO,16,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO Oxaliplatin,Oxaliplatin, 1-2,29.97050474,,
SNU-4351S4-6-TO,16,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO Oxaliplatin,Oxaliplatin, 1-2,30.72692183,,
SNU-4351S4-7-TO,16,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO Oxaliplatin,Oxaliplatin, 1-2,24.82340359,,
SNU-4351S1-TO,16,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Oxaliplatin,Oxaliplatin, 2-3,12.19554587,,
SNU-4351S2-TO,16,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Oxaliplatin,Oxaliplatin, 2-3,30.96101752,,
SNU-4351S3-TO,16,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Oxaliplatin,Oxaliplatin, 2-3,-5,,
SNU-4351S4-TO,16,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO Oxaliplatin,Oxaliplatin, 2-3,14.31415729,,
SNU-4351S1-5-TO,16,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO Oxaliplatin,Oxaliplatin, 2-3,54.17564992,,
SNU-4351S1-7-TO,16,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO Oxaliplatin,Oxaliplatin, 2-3,12.35362121,,
SNU-4351S2-3-TO,16,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO Oxaliplatin,Oxaliplatin, 2-3,-5,,
SNU-4351S2-4-TO,16,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO Oxaliplatin,Oxaliplatin, 2-3,-11.67428678,,
SNU-4351S3-1-TO,16,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO Oxaliplatin,Oxaliplatin, 2-3,1.339974028,,
SNU-4351S3-2-TO,16,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO Oxaliplatin,Oxaliplatin, 2-3,-5,,
SNU-4351S3-7-TO,16,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO Oxaliplatin,Oxaliplatin, 2-3,-5,,
SNU-4351S3-8-TO,16,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO Oxaliplatin,Oxaliplatin, 2-3,-10.88172906,,
SNU-4351S4-1-TO,16,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO Oxaliplatin,Oxaliplatin, 2-3,-0.861186532,,
SNU-4351S4-2-TO,16,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO Oxaliplatin,Oxaliplatin, 2-3,-14.91789051,,
SNU-4351S4-3-TO,16,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO Oxaliplatin,Oxaliplatin, 2-3,-7.267149537,,
SNU-4351S4-4-TO,16,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO Oxaliplatin,Oxaliplatin, 2-3,-5,,
SNU-4351S4-5-TO,16,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO Oxaliplatin,Oxaliplatin, 2-3,-14.17726186,,
SNU-4351S4-6-TO,16,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO Oxaliplatin,Oxaliplatin, 2-3,-5,,
SNU-4351S4-7-TO,16,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO Oxaliplatin,Oxaliplatin, 2-3,-1.803401285,,
SNU-4351S1-TO,1,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO TAS-102,TAS-102, 0-1,24.16575148,,
SNU-4351S2-TO,1,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO TAS-102,TAS-102, 0-1,14.2776463,,
SNU-4351S3-TO,1,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO TAS-102,TAS-102, 0-1,38.69478594,,
SNU-4351S1-TO,1,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO TAS-102,TAS-102, 1-2,16.14788242,,
SNU-4351S2-TO,1,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO TAS-102,TAS-102, 1-2,31.19210634,,
SNU-4351S3-TO,1,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO TAS-102,TAS-102, 1-2,18.10087929,,
SNU-4351S1-TO,1,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO TAS-102,TAS-102, 2-3,31.98090883,,
SNU-4351S2-TO,1,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO TAS-102,TAS-102, 2-3,14.41810046,,
SNU-4351S3-TO,1,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO TAS-102,TAS-102, 2-3,-4.490991512,,
SNU-4351S1-TO,2,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Regorafenib,Regorafenib, 0-1,21.71435504,,
SNU-4351S2-TO,2,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Regorafenib,Regorafenib, 0-1,9.075775159,,
SNU-4351S3-TO,2,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Regorafenib,Regorafenib, 0-1,44.36248428,,
SNU-4351S1-TO,2,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Regorafenib,Regorafenib, 1-2,16.5491547,,
SNU-4351S2-TO,2,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Regorafenib,Regorafenib, 1-2,28.47962492,,
SNU-4351S3-TO,2,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Regorafenib,Regorafenib, 1-2,24.61701445,,
SNU-4351S1-TO,2,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Regorafenib,Regorafenib, 2-3,36.07273756,,
SNU-4351S2-TO,2,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Regorafenib,Regorafenib, 2-3,14.74431189,,
SNU-4351S3-TO,2,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Regorafenib,Regorafenib, 2-3,-0.541496885,,
SNU-4351S1-TO,3,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Capecitabine,Capecitabine, 0-1,43.20831396,,
SNU-4351S2-TO,3,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Capecitabine,Capecitabine, 0-1,21.26940731,,
SNU-4351S3-TO,3,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Capecitabine,Capecitabine, 0-1,42.65259217,,
SNU-4351S1-TO,3,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Capecitabine,Capecitabine, 1-2,-3.534139431,,
SNU-4351S2-TO,3,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Capecitabine,Capecitabine, 1-2,24.19016385,,
SNU-4351S3-TO,3,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Capecitabine,Capecitabine, 1-2,26.16011875,,
SNU-4351S1-TO,3,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Capecitabine,Capecitabine, 2-3,42.83984451,,
SNU-4351S2-TO,3,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Capecitabine,Capecitabine, 2-3,23.28586924,,
SNU-4351S3-TO,3,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Capecitabine,Capecitabine, 2-3,19.61230503,,
SNU-4351S1-TO,4,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Apitolisib,Apitolisib, 0-1,27.71172808,,
SNU-4351S2-TO,4,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Apitolisib,Apitolisib, 0-1,16.3746736,,
SNU-4351S3-TO,4,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Apitolisib,Apitolisib, 0-1,43.27507265,,
SNU-4351S1-TO,4,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Apitolisib,Apitolisib, 1-2,21.99172881,,
SNU-4351S2-TO,4,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Apitolisib,Apitolisib, 1-2,35.20492116,,
SNU-4351S3-TO,4,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Apitolisib,Apitolisib, 1-2,18.10033101,,
SNU-4351S1-TO,4,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Apitolisib,Apitolisib, 2-3,18.7361576,,
SNU-4351S2-TO,4,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Apitolisib,Apitolisib, 2-3,8.947726843,,
SNU-4351S3-TO,4,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Apitolisib,Apitolisib, 2-3,-12.12243789,,
SNU-4351S1-TO,5,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Belinostat,Belinostat, 0-1,3.757147033,,
SNU-4351S2-TO,5,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Belinostat,Belinostat, 0-1,20.51510336,,
SNU-4351S3-TO,5,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Belinostat,Belinostat, 0-1,56.84035355,,
SNU-4351S1-TO,5,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Belinostat,Belinostat, 1-2,36.72159757,,
SNU-4351S2-TO,5,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Belinostat,Belinostat, 1-2,34.03162766,,
